zip,zid,latitude,longitude,cost/rent,status,address,bed,bath,area,zestimate,Type:,Year built:,Heating:,Cooling:,Parking:,Lot:,Price/sqft:,SaleHistory
75205,27202176,32.831862,-96.809801,"$3,750,000",For sale,"4343 Beverly Dr, Dallas, TX 75205",5,8,8955,3944682,Single Family,2009,Forced air,Central,8 spaces,0.29 acres,$419,"[{'date': '4/5/2019', 'event': 'Listed for sale', 'price': '$3,750,000(-11.8%)'}, {'date': '12/21/2018', 'event': 'Listing removed', 'price': '$4,250,000--'}, {'date': '12/11/2018', 'event': 'Back on market', 'price': '$4,250,000--'}, {'date': '12/10/2018', 'event': 'Pending sale', 'price': '$4,250,000--'}, {'date': '6/8/2018', 'event': 'Listed for sale', 'price': '$4,250,000(-2.9%)'}]"
75205,27203083,32.848995,-96.809711,"$1,199,000",For sale,"4325 Grassmere Ln, Dallas, TX 75205",4,25,2648,1218292,Single Family,1939,Forced air,Central,2 spaces,"8,537 sqft",$453,"[{'date': '5/10/2019', 'event': 'Price change', 'price': '$1,199,000(-7.7%)'}, {'date': '4/5/2019', 'event': 'Listed for sale', 'price': '$1,299,000(+62.6%)'}, {'date': '6/11/2010', 'event': 'Listing removed', 'price': '$799,000--'}, {'date': '4/23/2010', 'event': 'Listed for sale', 'price': '$799,000(-8.1%)'}, {'date': '7/29/2009', 'event': 'Listing removed', 'price': '$869,000--'}]"
75205,27206031,32.840438,-96.813348,"$2,350,000",For sale,"4507 Shenandoah St, Dallas, TX 75205",5,6,5200,,Single Family,2019,Forced air,Wall,1 space,"6,751 sqft",$452,
75205,27207045,32.842926,-96.804962,"$2,350,000",For sale,"4507 Shenandoah St, Dallas, TX 75205",5,6,5200,2017381,Single Family,2019,Forced air,Wall,1 space,"6,751 sqft",$452,"[{'date': '4/4/2019', 'event': 'Listed for sale', 'price': '$2,350,000--'}]"
75205,80235796,32.842595,-96.792773,"$920,000",For sale,"3627 Asbury St, Dallas, TX 75205",4,5,3447,,Single Family,2006,Forced air,Central,2 spaces,"3,615 sqft",$267,
75205,27201646,32.824531,-96.810579,"$3,995,000",For sale,"4433 Rheims Pl, Dallas, TX 75205",5,6,6893,,Single Family,1938,Forced air,Central,3 spaces,0.3 acres,$580,
75205,27201862,32.827143,-96.810967,"$5,850,000",For sale,"4430 Bordeaux Ave, Dallas, TX 75205",5,6,7149,5798012,Single Family,1985,Forced air,Central,4 spaces,0.38 acres,$818,"[{'date': '4/1/2019', 'event': 'Listed for sale', 'price': '$5,850,000(-6.4%)'}, {'date': '1/3/2019', 'event': 'Listing removed', 'price': '$6,250,000--'}, {'date': '9/13/2018', 'event': 'Price change', 'price': '$6,250,000(-3.8%)'}, {'date': '2/26/2018', 'event': 'Listed for sale', 'price': '$6,500,000(+117.8%)'}, {'date': '6/20/2013', 'event': 'Listing removed', 'price': '$2,985,000--'}]"
75205,27201214,32.8327,-96.786898,"$2,899,000",For sale,"3324 Beverly Dr, Dallas, TX 75205",5,7,5899,2895576,Single Family,1929,Forced air,Central,4 spaces,0.32 acres,$491,"[{'date': '4/1/2019', 'event': 'Listed for sale', 'price': '$2,899,000(+7.4%)'}, {'date': '7/21/2017', 'event': 'Listing removed', 'price': '$2,699,000--'}, {'date': '3/11/2017', 'event': 'Listed for sale', 'price': '$2,699,000(-6.9%)'}, {'date': '12/2/2016', 'event': 'Listing removed', 'price': '$2,900,000--'}, {'date': '5/17/2016', 'event': 'Listed for sale', 'price': '$2,900,000(+5.5%)'}]"
75205,27200551,32.826051,-96.795423,"$9,950,000",For sale,"3701 Lexington Ave, Dallas, TX 75205",3,7,8156,9168313,Single Family,2006,Forced air,Central,3 spaces,0.4 acres,"$1,220","[{'date': '4/1/2019', 'event': 'Listed for sale', 'price': '$9,950,000--'}]"
75205,27212084,32.838295,-96.805189,"$1,750,000",For sale,"4113 San Carlos St, Dallas, TX 75205",4,4,3002,1494678,Single Family,1978,Forced air,Central,2 spaces,"7,738 sqft",$583,"[{'date': '4/1/2019', 'event': 'Price change', 'price': '$1,750,000(-10.3%)'}, {'date': '3/30/2019', 'event': 'Listed for sale', 'price': '$1,950,000--'}]"
75205,27205508,32.838001,-96.798224,"$6,295,000",For sale,"3868 Potomac Ave, Dallas, TX 75205",4,5,5786,5091388,Single Family,1917,Forced air,Central,2 spaces,0.38 acres,"$1,088","[{'date': '3/26/2019', 'event': 'Price change', 'price': '$6,295,000(-20.3%)'}, {'date': '3/23/2017', 'event': 'Listed for sale', 'price': '$7,900,000(+132.4%)'}, {'date': '10/1/2011', 'event': 'Listing removed', 'price': '$3,399,000--'}, {'date': '9/14/2011', 'event': 'Listed for sale', 'price': '$3,399,000--'}]"
75205,27201882,32.827323,-96.812686,"$1,695,000",For sale,"4515 Arcady Ave, Dallas, TX 75205",5,6,4892,,Single Family,1935,Forced air,Central,1 space,"7,810 sqft",$346,
75205,27202332,32.83243,-96.806013,"$2,500,000",For sale,"4224 Beverly Dr, Dallas, TX 75205",4,4,3907,2497530,Single Family,1929,Forced air,Central,2 spaces,0.32 acres,$640,"[{'date': '3/22/2019', 'event': 'Listed for sale', 'price': '$2,500,000(+48.8%)'}, {'date': '10/5/2011', 'event': 'Listing removed', 'price': '$1,680,000--'}, {'date': '9/21/2011', 'event': 'Listed for sale', 'price': '$1,680,000--'}]"
75205,27202241,32.830511,-96.814972,"$1,449,000",For sale,"4544 S Versailles Ave, Dallas, TX 75205",4,4,3623,1443650,Single Family,1932,Forced air,Central,2 spaces,"9,278 sqft",$400,"[{'date': '4/15/2019', 'event': 'Price change', 'price': '$1,449,000(-2.7%)'}, {'date': '3/21/2019', 'event': 'Listed for sale', 'price': '$1,489,000--'}]"
75205,27200734,32.82717,-96.800624,"$6,750,000",For sale,"4604 Lakeside Dr, Dallas, TX 75205",4,5,6950,6937980,Single Family,1919,Forced air,Central,6 spaces,0.51 acres,$971,"[{'date': '3/20/2019', 'event': 'Listed for sale', 'price': '$6,750,000--'}]"
75205,27201803,32.826107,-96.815764,"$2,550,000",For sale,"4592 Belfort Ave, Dallas, TX 75205",4,5,5089,2518760,Single Family,2013,Forced air,Central,2 spaces,"6,751 sqft",$501,"[{'date': '3/18/2019', 'event': 'Listed for sale', 'price': '$2,550,000(+411%)'}, {'date': '1/5/2011', 'event': 'Listing removed', 'price': '$499,000--'}, {'date': '10/12/2010', 'event': 'Listed for sale', 'price': '$499,000(-37.5%)'}, {'date': '11/3/2009', 'event': 'Listing removed', 'price': '$799,000--'}, {'date': '7/18/2009', 'event': 'Listed for sale', 'price': '$799,000(+18.9%)'}]"
75205,27198158,32.844535,-96.809182,"$1,779,000",For sale,"4308 Mcfarlin Blvd, Dallas, TX 75205",4,4,4536,1739024,Single Family,1941,Forced air,Central,2 spaces,"10,497 sqft",$392,"[{'date': '4/14/2019', 'event': 'Price change', 'price': '$1,779,000(-4.3%)'}, {'date': '3/15/2019', 'event': 'Listed for sale', 'price': '$1,859,000(-4.4%)'}, {'date': '10/29/2018', 'event': 'Listing removed', 'price': '$1,945,000--'}, {'date': '10/4/2018', 'event': 'Price change', 'price': '$1,945,000(-6.3%)'}, {'date': '5/14/2018', 'event': 'Listed for sale', 'price': '$2,075,000--'}]"
75205,27211090,32.824368,-96.816081,"$1,395,000",For sale,"4554 Westway Ave, Dallas, TX 75205",4,5,3707,,Single Family,1940,Forced air,Central,2 spaces,"9,888 sqft",$376,
75205,27210698,32.83898,-96.789472,"$1,795,000",For sale,"3448 Normandy Ave, Dallas, TX 75205",5,55,4260,1693325,Single Family,1927,Other,Central,2 spaces,"7,850 sqft",$421,"[{'date': '3/11/2019', 'event': 'Listed for sale', 'price': '$1,795,000--'}, {'date': '12/19/2018', 'event': 'Listing removed', 'price': '$1,795,000--'}, {'date': '12/3/2018', 'event': 'Back on market', 'price': '$1,795,000--'}, {'date': '11/1/2018', 'event': 'Listing removed', 'price': '$1,795,000--'}, {'date': '6/13/2018', 'event': 'Listed for sale', 'price': '$1,795,000(+13.6%)'}]"
75205,27202601,32.83597,-96.813706,"$1,699,999",For sale,"4512 Southern Ave, Dallas, TX 75205",4,4,3102,1508816,Single Family,1936,Forced air,Central,No Data,"7,448 sqft",$548,"[{'date': '3/9/2019', 'event': 'Listed for sale', 'price': '$1,699,999--'}]"
75205,27205290,32.846624,-96.809155,"$1,175,000",For sale,"4312 Emerson Ave, Dallas, TX 75205",4,4,3756,1189633,Single Family,1937,Forced air,Central,2 spaces,"7,143 sqft",$313,"[{'date': '5/20/2019', 'event': 'Price change', 'price': '$1,175,000(-1.7%)'}, {'date': '4/18/2019', 'event': 'Price change', 'price': '$1,195,000(-2.4%)'}, {'date': '4/4/2019', 'event': 'Price change', 'price': '$1,224,000(-2%)'}, {'date': '3/8/2019', 'event': 'Listed for sale', 'price': '$1,249,000(+4.5%)'}, {'date': '10/28/2015', 'event': 'Listing removed', 'price': '$1,195,000--'}]"
75205,27202138,32.830505,-96.807477,"$5,797,500",For sale,"4304 Belclaire Ave, Dallas, TX 75205",5,6,7398,5782707,Single Family,2009,Forced air,Central,2 spaces,0.27 acres,$784,"[{'date': '5/9/2019', 'event': 'Price change', 'price': '$5,797,500(-3.1%)'}, {'date': '3/7/2019', 'event': 'Listed for sale', 'price': '$5,985,000(+11.9%)'}, {'date': '6/2/2014', 'event': 'Sold', 'price': '$5,350,000(-9.3%)'}, {'date': '5/13/2014', 'event': 'Listing removed', 'price': '$5,900,000--'}, {'date': '1/31/2014', 'event': 'Listed for sale', 'price': '$5,900,000--'}]"
75205,27201418,32.830432,-96.792586,"$3,850,000",For sale,"3628 Dartmouth Ave, Dallas, TX 75205",5,7,7113,3824944,Single Family,2007,Other,Central,3 spaces,"10,500 sqft",$541,"[{'date': '4/23/2019', 'event': 'Price change', 'price': '$3,850,000(-3.5%)'}, {'date': '4/4/2019', 'event': 'Price change', 'price': '$3,990,000(-3.9%)'}, {'date': '3/4/2019', 'event': 'Listed for sale', 'price': '$4,150,000(-1.2%)'}, {'date': '1/1/2019', 'event': 'Listing removed', 'price': '$4,200,000--'}, {'date': '10/22/2018', 'event': 'Listed for sale', 'price': '$4,200,000(+0.1%)'}]"
75205,26692651,32.820093,-96.794759,"$1,250,000",For sale,"3509 Edgewater St, Dallas, TX 75205",3,3,3595,1203683,Single Family,2015,Forced air,Central,2 spaces,"4,225 sqft",$348,"[{'date': '2/28/2019', 'event': 'Listed for sale', 'price': '$1,250,000(-9.7%)'}, {'date': '9/11/2018', 'event': 'Listing removed', 'price': '$1,384,000--'}, {'date': '8/3/2018', 'event': 'Price change', 'price': '$1,384,000(-0.8%)'}, {'date': '5/31/2018', 'event': 'Price change', 'price': '$1,395,000(-4.5%)'}, {'date': '5/8/2018', 'event': 'Price change', 'price': '$1,460,000(-0.7%)'}]"
75205,27212112,32.838313,-96.80825,"$1,525,000",For sale,"4229 San Carlos St, Dallas, TX 75205",4,5,3534,1512051,Single Family,1939,Forced air,Central,No Data,"7,753 sqft",$432,
75205,27204927,32.837027,-96.812001,"$2,200,000",For sale,"4432 Mockingbird Pkwy, Dallas, TX 75205",5,8,5126,2089553,Single Family,2008,Forced air,Central,2 spaces,"7,492 sqft",$429,"[{'date': '5/9/2019', 'event': 'Price change', 'price': '$2,200,000(-2.2%)'}, {'date': '4/17/2019', 'event': 'Price change', 'price': '$2,249,000(-2%)'}, {'date': '4/7/2019', 'event': 'Price change', 'price': '$2,295,000(-3.4%)'}, {'date': '2/26/2019', 'event': 'Price change', 'price': '$2,375,000(+1.1%)'}, {'date': '2/26/2019', 'event': 'Listed for sale', 'price': '$2,350,000--'}]"
75205,27205549,32.838023,-96.799853,"$6,000,000",For sale,"3926 Potomac Ave, Dallas, TX 75205",5,5,5949,,Single Family,1921,Forced air,Central,2 spaces,0.33 acres,"$1,009",
75205,162814210,32.836978,-96.813365,"$2,499,000",For sale,"4504 Mockingbird Ln, Dallas, TX 75205",5,5,5207,2328522,Single Family,2015,Forced air,Central,6 spaces,"10,715 sqft",$480,"[{'date': '3/20/2019', 'event': 'Price change', 'price': '$2,499,000(+2%)'}, {'date': '2/25/2019', 'event': 'Listed for sale', 'price': '$2,450,000(-5.7%)'}, {'date': '12/26/2018', 'event': 'Listing removed', 'price': '$2,599,000--'}, {'date': '7/16/2018', 'event': 'Price change', 'price': '$2,599,000(-3.7%)'}, {'date': '6/13/2018', 'event': 'Listed for sale', 'price': '$2,699,000--'}]"
75205,27198055,32.84272,-96.812787,"$1,275,000",For sale,"4444 Windsor Pkwy, Dallas, TX 75205",4,3,2444,1224070,Single Family,1941,"Forced air, Other",Central,2 spaces,"6,887 sqft",$522,"[{'date': '5/18/2019', 'event': 'Price change', 'price': '$1,275,000(-1.8%)'}, {'date': '4/11/2019', 'event': 'Price change', 'price': '$1,299,000(-7.1%)'}, {'date': '2/25/2019', 'event': 'Listed for sale', 'price': '$1,399,000--'}, {'date': '2/15/2015', 'event': 'Sold', 'price': '----'}]"
75205,27202599,32.835963,-96.813356,"$1,399,000",For sale,"4504 Southern Ave, Dallas, TX 75205",4,45,3300,1415918,Single Family,1979,Other,Central,3 spaces,"7,535 sqft",$424,"[{'date': '4/23/2019', 'event': 'Price change', 'price': '$1,399,000(-3.5%)'}, {'date': '2/25/2019', 'event': 'Listed for sale', 'price': '$1,449,000(+4.3%)'}, {'date': '6/18/2015', 'event': 'Sold', 'price': '----'}, {'date': '6/5/2015', 'event': 'Pending sale', 'price': '$1,389,000--'}, {'date': '4/27/2015', 'event': 'Listed for sale', 'price': '$1,389,000(-7.3%)'}]"
75205,27201861,32.827187,-96.810641,"$4,895,000",For sale,"4420 Bordeaux Ave, Dallas, TX 75205",6,8,8737,5171932,Single Family,2008,Forced air,Central,4 spaces,0.39 acres,$560,"[{'date': '5/7/2019', 'event': 'Price change', 'price': '$4,895,000(-7.6%)'}, {'date': '2/22/2019', 'event': 'Listed for sale', 'price': '$5,295,000(-7%)'}, {'date': '1/16/2019', 'event': 'Listing removed', 'price': '$5,695,000--'}, {'date': '1/26/2018', 'event': 'Listed for sale', 'price': '$5,695,000(+26.7%)'}, {'date': '11/9/2010', 'event': 'Sold', 'price': '----'}]"
75206,26690816,32.818458,-96.775117,"$420,000",For sale,"5455 Bonita Ave, Dallas, TX 75206",2,1,1248,,Single Family,1960,Other,Central,No Data,"2,613 sqft",$337,
75206,26732202,32.837248,-96.766876,"$378,900",For sale,"5820 Palm Ln, Dallas, TX 75206",3,2,1283,,Single Family,1945,Forced air,Central,1 space,"6,708 sqft",$295,
75206,69674910,32.814774,-96.775611,"$699,000",For sale,"2020 Cullen Dr, Dallas, TX 75206",4,3,2201,,Single Family,2005,Forced air,Central,2 spaces,"7,492 sqft",$318,
75206,26704474,32.829318,-96.778761,"$1,050,000",For sale,"5323 Morningside Ave, Dallas, TX 75206",4,3,3703,,Single Family,2010,Forced air,Central,2 spaces,"7,797 sqft",$284,
75206,26689867,32.816383,-96.766228,"$399,900",For sale,"5843 Richmond Ave, Dallas, TX 75206",3,2,1891,,Single Family,1926,Forced air,Central,1 space,"9,147 sqft",$211,
75206,26692175,32.817527,-96.784898,"$625,000",For sale,"5103 Alcott St, Dallas, TX 75206",3,4,2148,,Single Family,1940,Forced air,Central,2 spaces,"5,227 sqft",$291,
75206,60346525,32.824244,-96.77876,"$940,000",For sale,"5328 Vanderbilt Ave, Dallas, TX 75206",4,5,3270,,Single Family,2005,Forced air,Central,2 spaces,"7,230 sqft",$287,
75206,26690816,32.818458,-96.775117,"$420,000",For sale,"5455 Bonita Ave, Dallas, TX 75206",2,1,1248,411399,Single Family,1960,Other,Central,No Data,"2,613 sqft",$337,"[{'date': '5/22/2019', 'event': 'Listed for sale', 'price': '$420,000--'}]"
75206,26732202,32.837248,-96.766876,"$378,900",For sale,"5820 Palm Ln, Dallas, TX 75206",3,2,1283,388433,Single Family,1945,Forced air,Central,1 space,"6,708 sqft",$295,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$378,900(-2.6%)'}, {'date': '3/29/2019', 'event': 'Listing removed', 'price': '$388,900--'}, {'date': '3/21/2019', 'event': 'Price change', 'price': '$388,900(-2.4%)'}, {'date': '1/30/2019', 'event': 'Price change', 'price': '$398,500(-2.8%)'}, {'date': '1/7/2019', 'event': 'Price change', 'price': '$409,900(-1.2%)'}]"
75206,69674910,32.814774,-96.775611,"$699,000",For sale,"2020 Cullen Dr, Dallas, TX 75206",4,3,2201,,Single Family,2005,Forced air,Central,2 spaces,"7,492 sqft",$318,
75206,26704474,32.829318,-96.778761,"$1,050,000",For sale,"5323 Morningside Ave, Dallas, TX 75206",4,3,3703,,Single Family,2010,Forced air,Central,2 spaces,"7,797 sqft",$284,
75206,26690816,32.818458,-96.775117,"$420,000",For sale,"5455 Bonita Ave, Dallas, TX 75206",2,1,1248,411399,Single Family,1960,Other,Central,No Data,"2,613 sqft",$337,"[{'date': '5/22/2019', 'event': 'Listed for sale', 'price': '$420,000--'}]"
75206,26732202,32.837248,-96.766876,"$378,900",For sale,"5820 Palm Ln, Dallas, TX 75206",3,2,1283,,Single Family,1945,Forced air,Central,1 space,"6,708 sqft",$295,
75206,69674910,32.814774,-96.775611,"$699,000",For sale,"2020 Cullen Dr, Dallas, TX 75206",4,3,2201,430309,Single Family,2005,Forced air,Central,2 spaces,"7,492 sqft",$318,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$699,000(+115.1%)'}, {'date': '7/23/2013', 'event': 'Sold', 'price': '----'}, {'date': '6/1/2013', 'event': 'Listed for sale', 'price': '$325,000(-1.5%)'}, {'date': '6/23/2012', 'event': 'Listing removed', 'price': '$330,000--'}, {'date': '5/1/2012', 'event': 'Listed for sale', 'price': '$330,000--'}]"
75206,26704474,32.829318,-96.778761,"$1,050,000",For sale,"5323 Morningside Ave, Dallas, TX 75206",4,3,3703,,Single Family,2010,Forced air,Central,2 spaces,"7,797 sqft",$284,
75206,26689867,32.816383,-96.766228,"$399,900",For sale,"5843 Richmond Ave, Dallas, TX 75206",3,2,1891,414654,Single Family,1926,Forced air,Central,1 space,"9,147 sqft",$211,"[{'date': '5/18/2019', 'event': 'Listed for sale', 'price': '$399,900(-9.1%)'}, {'date': '2/23/2019', 'event': 'Listing removed', 'price': '$440,000--'}, {'date': '9/19/2018', 'event': 'Listed for sale', 'price': '$440,000--'}]"
75206,26692175,32.817527,-96.784898,"$625,000",For sale,"5103 Alcott St, Dallas, TX 75206",3,4,2148,,Single Family,1940,Forced air,Central,2 spaces,"5,227 sqft",$291,
75206,60346525,32.824244,-96.77876,"$940,000",For sale,"5328 Vanderbilt Ave, Dallas, TX 75206",4,5,3270,,Single Family,2005,Forced air,Central,2 spaces,"7,230 sqft",$287,
75206,26690726,32.819975,-96.774943,"$485,000",For sale,"5458 Willis Ave, Dallas, TX 75206",3,2,1434,,Single Family,1930,Forced air,Central,2 spaces,"7,797 sqft",$338,
75206,26695585,32.823763,-96.783302,"$590,000",For sale,"5137 Goodwin Ave, Dallas, TX 75206",3,3,2057,,Single Family,1926,Forced air,"Central, Other",1 space,"8,189 sqft",$287,
75206,26690816,32.818458,-96.775117,"$420,000",For sale,"5455 Bonita Ave, Dallas, TX 75206",2,1,1248,411399,Single Family,1960,Other,Central,No Data,"2,613 sqft",$337,"[{'date': '5/22/2019', 'event': 'Listed for sale', 'price': '$420,000--'}]"
75206,26732202,32.837248,-96.766876,"$378,900",For sale,"5820 Palm Ln, Dallas, TX 75206",3,2,1283,388433,Single Family,1945,Forced air,Central,1 space,"6,708 sqft",$295,"[{'date': '5/21/2019', 'event': 'Listed for sale', 'price': '$378,900(-2.6%)'}, {'date': '3/29/2019', 'event': 'Listing removed', 'price': '$388,900--'}, {'date': '3/21/2019', 'event': 'Price change', 'price': '$388,900(-2.4%)'}, {'date': '1/30/2019', 'event': 'Price change', 'price': '$398,500(-2.8%)'}, {'date': '1/7/2019', 'event': 'Price change', 'price': '$409,900(-1.2%)'}]"
75206,69674910,32.814774,-96.775611,"$699,000",For sale,"2020 Cullen Dr, Dallas, TX 75206",4,3,2201,,Single Family,2005,Forced air,Central,2 spaces,"7,492 sqft",$318,
75206,26704474,32.829318,-96.778761,"$1,050,000",For sale,"5323 Morningside Ave, Dallas, TX 75206",4,3,3703,974180,Single Family,2010,Forced air,Central,2 spaces,"7,797 sqft",$284,"[{'date': '5/20/2019', 'event': 'Listed for sale', 'price': '$1,050,000(+16.8%)'}, {'date': '4/13/2016', 'event': 'Listing removed', 'price': '$899,000--'}, {'date': '3/17/2016', 'event': 'Pending sale', 'price': '$899,000--'}, {'date': '3/2/2016', 'event': 'Price change', 'price': '$899,000(-3.2%)'}, {'date': '2/11/2016', 'event': 'Listed for sale', 'price': '$929,000--'}]"
75206,26689867,32.816383,-96.766228,"$399,900",For sale,"5843 Richmond Ave, Dallas, TX 75206",3,2,1891,414654,Single Family,1926,Forced air,Central,1 space,"9,147 sqft",$211,
75206,26692175,32.817527,-96.784898,"$625,000",For sale,"5103 Alcott St, Dallas, TX 75206",3,4,2148,578216,Single Family,1940,Forced air,Central,2 spaces,"5,227 sqft",$291,
